"id";"nom";"categorie";"type";"plugin_origine";"id_local";"plugin_final";"editor_id";"statut_nom";"source_nom";"exclusion";"disponibilite_serveur"
"skyrim.esm|020155";"";"Arme";"WEAP";"Skyrim.esm";"020155";"Skyrim.esm";"CWDummyAxeSons";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|020156";"";"Arme";"WEAP";"Skyrim.esm";"020156";"Skyrim.esm";"CWDummyBattleaxeSons";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|020158";"";"Arme";"WEAP";"Skyrim.esm";"020158";"Skyrim.esm";"CWDummyBowSons";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|02015B";"";"Arme";"WEAP";"Skyrim.esm";"02015B";"Skyrim.esm";"CWDummyGreatSwordSons";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|02015D";"";"Arme";"WEAP";"Skyrim.esm";"02015D";"Skyrim.esm";"CWDummyMaceSons";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|02015F";"";"Arme";"WEAP";"Skyrim.esm";"02015F";"Skyrim.esm";"CWDummySwordSons";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|020160";"";"Arme";"WEAP";"Skyrim.esm";"020160";"Skyrim.esm";"CWDummyWarhammerSons";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|020161";"";"Arme";"WEAP";"Skyrim.esm";"020161";"Skyrim.esm";"CWDummyWeapon1HSons";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|020162";"";"Arme";"WEAP";"Skyrim.esm";"020162";"Skyrim.esm";"CWDummyWeapon2HSons";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|020163";"";"Arme";"WEAP";"Skyrim.esm";"020163";"Skyrim.esm";"DummyDagger";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|020164";"";"Arme";"WEAP";"Skyrim.esm";"020164";"Skyrim.esm";"CWDummyDaggerSons";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|020165";"";"Arme";"WEAP";"Skyrim.esm";"020165";"Skyrim.esm";"CWDummyDaggerImperial";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|06A0B8";"";"Arme";"WEAP";"Skyrim.esm";"06A0B8";"Skyrim.esm";"DummyGreatSword";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|06A0B9";"";"Arme";"WEAP";"Skyrim.esm";"06A0B9";"Skyrim.esm";"DummySword";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|06A0BA";"";"Arme";"WEAP";"Skyrim.esm";"06A0BA";"Skyrim.esm";"DummyMace";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|06A0BB";"";"Arme";"WEAP";"Skyrim.esm";"06A0BB";"Skyrim.esm";"DummyBattleaxe";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|06A0BC";"";"Arme";"WEAP";"Skyrim.esm";"06A0BC";"Skyrim.esm";"DummyWarAxe";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|06A0BD";"";"Arme";"WEAP";"Skyrim.esm";"06A0BD";"Skyrim.esm";"DummyBow";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|06B95D";"";"Arme";"WEAP";"Skyrim.esm";"06B95D";"Skyrim.esm";"DummyWeapon2H";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|06B95F";"";"Arme";"WEAP";"Skyrim.esm";"06B95F";"Skyrim.esm";"DummyWeapon1H";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|06E03B";"";"Arme";"WEAP";"Skyrim.esm";"06E03B";"Skyrim.esm";"TrapDweBallistaWeaponL01";"Sans nom";"";"Sans nom";"À vérifier"
"skyrim.esm|073FE5";"";"Arme";"WEAP";"Skyrim.esm";"073FE5";"Skyrim.esm";"CWCatapultWeapon";"Sans nom";"";"Sans nom";"À vérifier"
"dragonborn.esm|037FF3";"Animortis";"Arme";"WEAP";"Dragonborn.esm";"037FF3";"Dragonborn.esm";"DLC2dunHaknirScimitar02NP";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"skyrim.esm|07F6DF";"Arbalète de sphère dwemer";"Arme";"WEAP";"Skyrim.esm";"07F6DF";"Skyrim.esm";"crDwarvenSphereCrossbow";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|10EC8A";"Arbalète de sphère dwemer";"Arme";"WEAP";"Skyrim.esm";"10EC8A";"Skyrim.esm";"crDwarvenSphereCrossbow02";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|01A179";"Arc d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"01A179";"Dawnguard.esm";"DLC1DragonboneBowKeeper";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|01A17A";"Arc d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"01A17A";"Dawnguard.esm";"DLC1DragonboneBowKeeper03";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|01A17B";"Arc d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"01A17B";"Dawnguard.esm";"DLC1DragonboneBowKeeper04";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|01A17C";"Arc d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"01A17C";"Dawnguard.esm";"DLC1DragonboneBowKeeper05";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|01A17D";"Arc d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"01A17D";"Dawnguard.esm";"DLC1DragonboneBowKeeper06";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|0037E5";"Arc de chasse";"Arme";"WEAP";"Dawnguard.esm";"0037E5";"Dawnguard.esm";"DLC1TrapCrossbowWeapon01";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|01075E";"Arc de chasse";"Arme";"WEAP";"Dawnguard.esm";"01075E";"Dawnguard.esm";"DLC1TrapCrossbowWeapon02";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|01075F";"Arc de chasse";"Arme";"WEAP";"Dawnguard.esm";"01075F";"Dawnguard.esm";"DLC1TrapCrossbowWeapon03";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|010760";"Arc de chasse";"Arme";"WEAP";"Dawnguard.esm";"010760";"Dawnguard.esm";"DLC1TrapCrossbowWeapon04";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|010761";"Arc de chasse";"Arme";"WEAP";"Dawnguard.esm";"010761";"Dawnguard.esm";"DLC1TrapCrossbowWeapon05";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|010762";"Arc de chasse";"Arme";"WEAP";"Dawnguard.esm";"010762";"Dawnguard.esm";"DLC1TrapCrossbowWeapon06";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|06DEC0";"Arc de chasse";"Arme";"WEAP";"Skyrim.esm";"06DEC0";"Skyrim.esm";"TrapDweBallistaWeaponM01";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|06E03C";"Arc de chasse";"Arme";"WEAP";"Skyrim.esm";"06E03C";"Skyrim.esm";"TrapDweBallistaWeaponR01";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|10E2DD";"Arc de chasse";"Arme";"WEAP";"Skyrim.esm";"10E2DD";"Skyrim.esm";"FollowerHuntingBow";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|0DEED8";"Arc de Karliah";"Arme";"WEAP";"Skyrim.esm";"0DEED8";"Skyrim.esm";"NightingaleBowNPC";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|0424F8";"Arc lié";"Arme";"WEAP";"Skyrim.esm";"0424F8";"Skyrim.esm";"BoundWeaponBowMystic";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|058F60";"Arc lié";"Arme";"WEAP";"Skyrim.esm";"058F60";"Skyrim.esm";"BoundWeaponBow";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"dragonborn.esm|0339A2";"Baliste dwemer";"Arme";"WEAP";"Dragonborn.esm";"0339A2";"Dragonborn.esm";"DLC2crDwarvenBallistaBow02";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|0339A3";"Baliste dwemer";"Arme";"WEAP";"Dragonborn.esm";"0339A3";"Dragonborn.esm";"DLC2crDwarvenBallistaBow01";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|0339A4";"Baliste dwemer";"Arme";"WEAP";"Dragonborn.esm";"0339A4";"Dragonborn.esm";"DLC2crDwarvenBallistaBow03";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|03C0F8";"Bâton de Miraak";"Arme";"WEAP";"Dragonborn.esm";"03C0F8";"Dragonborn.esm";"DLC2MKMiraakFightStaff1";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|03C0FE";"Bâton de Miraak";"Arme";"WEAP";"Dragonborn.esm";"03C0FE";"Dragonborn.esm";"DLC2MKMiraakFightStaff2";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|03C0FF";"Bâton de Miraak";"Arme";"WEAP";"Dragonborn.esm";"03C0FF";"Dragonborn.esm";"DLC2MKMiraakFightStaff3";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|03C100";"Bâton de Miraak";"Arme";"WEAP";"Dragonborn.esm";"03C100";"Dragonborn.esm";"DLC2MKMiraakFightStaff4";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|03C101";"Bâton de Miraak";"Arme";"WEAP";"Dragonborn.esm";"03C101";"Dragonborn.esm";"DLC2MKMiraakFightStaff5";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|03C102";"Bâton de Miraak";"Arme";"WEAP";"Dragonborn.esm";"03C102";"Dragonborn.esm";"DLC2MKMiraakFightStaff6";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|01AED0";"Bloodskal Firing Weapon";"Arme";"WEAP";"Dragonborn.esm";"01AED0";"Dragonborn.esm";"DLC2BloodskalProjectileWeapon";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dawnguard.esm|00CFB4";"Dague d'acier de la Forgeciel";"Arme";"WEAP";"Dawnguard.esm";"00CFB4";"Dawnguard.esm";"DLC1LD_SkyforgeSteelDaggerNP";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|01681F";"Dague elfique";"Arme";"WEAP";"Dawnguard.esm";"01681F";"Dawnguard.esm";"DLC1PrelateDagger";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|01CE02";"Dague liée";"Arme";"WEAP";"Dragonborn.esm";"01CE02";"Dragonborn.esm";"DLC2BoundWeaponDagger";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|01CE03";"Dague liée";"Arme";"WEAP";"Dragonborn.esm";"01CE03";"Dragonborn.esm";"DLC2BoundWeaponDaggerMystic";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"skyrim.esm|0142E3";"Dart Trap Weapon";"Arme";"WEAP";"Skyrim.esm";"0142E3";"Skyrim.esm";"TrapDartWeapon01";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|0391B1";"Dart Trap Weapon";"Arme";"WEAP";"Skyrim.esm";"0391B1";"Skyrim.esm";"TrapDartWeapon02";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|0391B2";"Dart Trap Weapon";"Arme";"WEAP";"Skyrim.esm";"0391B2";"Skyrim.esm";"TrapDartWeapon03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|0391B3";"Dart Trap Weapon";"Arme";"WEAP";"Skyrim.esm";"0391B3";"Skyrim.esm";"TrapDartWeapon04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|0391B4";"Dart Trap Weapon";"Arme";"WEAP";"Skyrim.esm";"0391B4";"Skyrim.esm";"TrapDartWeapon05";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|0391B5";"Dart Trap Weapon";"Arme";"WEAP";"Skyrim.esm";"0391B5";"Skyrim.esm";"TrapDartWeapon06";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|10A257";"Dart Trap Weapon";"Arme";"WEAP";"Skyrim.esm";"10A257";"Skyrim.esm";"TrapDartWeaponDwe01";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|10A258";"Dart Trap Weapon";"Arme";"WEAP";"Skyrim.esm";"10A258";"Skyrim.esm";"TrapDartWeaponDwe02";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|10A259";"Dart Trap Weapon";"Arme";"WEAP";"Skyrim.esm";"10A259";"Skyrim.esm";"TrapDartWeaponDwe03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|10A25A";"Dart Trap Weapon";"Arme";"WEAP";"Skyrim.esm";"10A25A";"Skyrim.esm";"TrapDartWeaponDwe04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|10A25B";"Dart Trap Weapon";"Arme";"WEAP";"Skyrim.esm";"10A25B";"Skyrim.esm";"TrapDartWeaponDwe05";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|10A25C";"Dart Trap Weapon";"Arme";"WEAP";"Skyrim.esm";"10A25C";"Skyrim.esm";"TrapDartWeaponDwe06";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|01A180";"Épée d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"01A180";"Dawnguard.esm";"DLC1DragonboneSwordKeeper";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|01A181";"Épée d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"01A181";"Dawnguard.esm";"DLC1DragonboneSwordKeeper03";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|01A182";"Épée d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"01A182";"Dawnguard.esm";"DLC1DragonboneSwordKeeper04";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|01A183";"Épée d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"01A183";"Dawnguard.esm";"DLC1DragonboneSwordKeeper05";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|01A184";"Épée d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"01A184";"Dawnguard.esm";"DLC1DragonboneSwordKeeper06";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dragonborn.esm|03C0EB";"Épée de Miraak";"Arme";"WEAP";"Dragonborn.esm";"03C0EB";"Dragonborn.esm";"DLC2MKMiraakFightSword1";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|03C0EC";"Épée de Miraak";"Arme";"WEAP";"Dragonborn.esm";"03C0EC";"Dragonborn.esm";"DLC2MKMiraakFightSword2";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|03C0ED";"Épée de Miraak";"Arme";"WEAP";"Dragonborn.esm";"03C0ED";"Dragonborn.esm";"DLC2MKMiraakFightSword3";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|03C0EE";"Épée de Miraak";"Arme";"WEAP";"Dragonborn.esm";"03C0EE";"Dragonborn.esm";"DLC2MKMiraakFightSword4";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|03C0EF";"Épée de Miraak";"Arme";"WEAP";"Dragonborn.esm";"03C0EF";"Dragonborn.esm";"DLC2MKMiraakFightSword5";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dragonborn.esm|03C0F0";"Épée de Miraak";"Arme";"WEAP";"Dragonborn.esm";"03C0F0";"Dragonborn.esm";"DLC2MKMiraakFightSword6";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"skyrim.esm|0DEED7";"Épée de Rossignol";"Arme";"WEAP";"Skyrim.esm";"0DEED7";"Skyrim.esm";"NightingaleBladeNPC";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"dragonborn.esm|023F6C";"Épée liée";"Arme";"WEAP";"Dragonborn.esm";"023F6C";"Dragonborn.esm";"DLC2MiraakBoundWeaponSword";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"skyrim.esm|0424F9";"Épée liée";"Arme";"WEAP";"Skyrim.esm";"0424F9";"Skyrim.esm";"BoundWeaponSwordMystic";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|058F5F";"Épée liée";"Arme";"WEAP";"Skyrim.esm";"058F5F";"Skyrim.esm";"BoundWeaponSword";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|0BA30E";"Épée liée";"Arme";"WEAP";"Skyrim.esm";"0BA30E";"Skyrim.esm";"BoundWeaponSwordRightHand";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|0771B9";"Épée spectrale";"Arme";"WEAP";"Skyrim.esm";"0771B9";"Skyrim.esm";"MQ105PhantomSword";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|017288";"Espadon d'acier de flammes";"Arme";"WEAP";"Skyrim.esm";"017288";"Skyrim.esm";"DA14DremoraGreatswordFire03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|014C9F";"Espadon d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"014C9F";"Dawnguard.esm";"DLC1WrathmanGreatsword";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|017009";"Espadon daedra d'incinération";"Arme";"WEAP";"Skyrim.esm";"017009";"Skyrim.esm";"EnchDaedricGreatswordDremoraFire06";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"dragonborn.esm|01E112";"Giant Fishman Weapon";"Arme";"WEAP";"Dragonborn.esm";"01E112";"Dragonborn.esm";"DLC2CrBenthicLurkerWeapon";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|0461DA";"Gourdin de géant";"Arme";"WEAP";"Skyrim.esm";"0461DA";"Skyrim.esm";"CrGiantClub";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|0C334F";"Gourdin de géant";"Arme";"WEAP";"Skyrim.esm";"0C334F";"Skyrim.esm";"DA06GiantClub";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|0CDEC9";"Gourdin de géant";"Arme";"WEAP";"Skyrim.esm";"0CDEC9";"Skyrim.esm";"C00GiantClub";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|012D14";"Gourdin de géant de glace";"Arme";"WEAP";"Dawnguard.esm";"012D14";"Dawnguard.esm";"DLC1FrostGiantClub";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dragonborn.esm|0317D3";"Hache d'armes d'engeance des cendres";"Arme";"WEAP";"Dragonborn.esm";"0317D3";"Dragonborn.esm";"DLC2AshSpawnBattleAxe";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"Non jouable (drapeau)";"À vérifier"
"dawnguard.esm|0113B7";"Hache d'armes d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"0113B7";"Dawnguard.esm";"DLC1DragonboneBattleaxeKeeper";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|0113B8";"Hache d'armes d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"0113B8";"Dawnguard.esm";"DLC1DragonboneBattleaxeKeeper03";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|0113B9";"Hache d'armes d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"0113B9";"Dawnguard.esm";"DLC1DragonboneBattleaxeKeeper04";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|0113BA";"Hache d'armes d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"0113BA";"Dawnguard.esm";"DLC1DragonboneBattleaxeKeeper05";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|0113BB";"Hache d'armes d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"0113BB";"Dawnguard.esm";"DLC1DragonboneBattleaxeKeeper06";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"dawnguard.esm|014CA0";"Hache d'armes d'os de dragon";"Arme";"WEAP";"Dawnguard.esm";"014CA0";"Dawnguard.esm";"DLC1WrathmanBattleaxe";"Table française";"Skyrim - Interface.bsa : strings\dawnguard_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|05BF16";"Hache d'armes de Tsun";"Arme";"WEAP";"Skyrim.esm";"05BF16";"Skyrim.esm";"MQ304DraugrBattleAxeTsun02";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|05BF18";"Hache d'armes de Tsun";"Arme";"WEAP";"Skyrim.esm";"05BF18";"Skyrim.esm";"MQ304DraugrBattleAxeTsun04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
"skyrim.esm|05BF19";"Hache d'armes de Tsun";"Arme";"WEAP";"Skyrim.esm";"05BF19";"Skyrim.esm";"MQ304DraugrBattleAxeTsun01";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"Non jouable (données objet)";"À vérifier"
