"id";"nom";"categorie";"type";"plugin_origine";"id_local";"plugin_final";"editor_id";"statut_nom";"source_nom";"exclusion";"disponibilite_serveur"
"kzlonlinemods.esp|00597D";"Fine Clothes Poison Ivy";"Armure / vêtement";"ARMO";"KzlOnlineMods.esp";"00597D";"KzlOnlineMods.esp";"ClothesFineClothes01Variant9";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|00597E";"Fine Clothes Red Violet";"Armure / vêtement";"ARMO";"KzlOnlineMods.esp";"00597E";"KzlOnlineMods.esp";"ClothesFineClothes01Variant10";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|00597C";"Fine Clothes Seashell";"Armure / vêtement";"ARMO";"KzlOnlineMods.esp";"00597C";"KzlOnlineMods.esp";"ClothesFineClothes01Variant8";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|005981";"Fine Clothes Spring Pink";"Armure / vêtement";"ARMO";"KzlOnlineMods.esp";"005981";"KzlOnlineMods.esp";"ClothesFineClothes01Variant13";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|005983";"Fine Clothes Ulvenwald";"Armure / vêtement";"ARMO";"KzlOnlineMods.esp";"005983";"KzlOnlineMods.esp";"ClothesFineClothes01Variant15";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|005977";"Fine Clothes Violet Kiss";"Armure / vêtement";"ARMO";"KzlOnlineMods.esp";"005977";"KzlOnlineMods.esp";"ClothesFineClothes01Variant3";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|005985";"Fine Clothes Wolfsbane";"Armure / vêtement";"ARMO";"KzlOnlineMods.esp";"005985";"KzlOnlineMods.esp";"ClothesFineClothes01Variant17";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"keizaal.esp|DDE4FB";"Gamemaster Ring";"Armure / vêtement";"ARMO";"Keizaal.esp";"DDE4FB";"Keizaal.esp";"KzlJewelry_GameMaster";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E63195";"Helm of Yngol";"Armure / vêtement";"ARMO";"Keizaal.esp";"E63195";"Keizaal.esp";"KzlHelmOfYngol";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E53DA3";"Jester's Boots";"Armure / vêtement";"ARMO";"Keizaal.esp";"E53DA3";"Keizaal.esp";"KzlJesterBoots";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E53DA4";"Jester's Clothes";"Armure / vêtement";"ARMO";"Keizaal.esp";"E53DA4";"Keizaal.esp";"KzlJesterClothes";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E53DA0";"Jester's Gloves";"Armure / vêtement";"ARMO";"Keizaal.esp";"E53DA0";"Keizaal.esp";"KzlJesterGloves";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E53D9F";"Jester's Hat";"Armure / vêtement";"ARMO";"Keizaal.esp";"E53D9F";"Keizaal.esp";"KzlJesterHat";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"kzlhorses.esp|01024E";"Prisoner's Cuffs";"Armure / vêtement";"ARMO";"KzlHorses.esp";"01024E";"KzlHorses.esp";"KzlHandCuffs";"Nom intégré au plugin";"KzlHorses.esp";"";"À vérifier"
"keizaal.esp|E63194";"Savior's Hide";"Armure / vêtement";"ARMO";"Keizaal.esp";"E63194";"Keizaal.esp";"KzlSaviorsHide";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E6319D";"Shrouded Hand Wraps";"Armure / vêtement";"ARMO";"Keizaal.esp";"E6319D";"Keizaal.esp";"KzlShroudedHandwraps";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E6319C";"Shrouded Hood";"Armure / vêtement";"ARMO";"Keizaal.esp";"E6319C";"Keizaal.esp";"KzlShroudedHood";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E6319A";"Shrouded Robes";"Armure / vêtement";"ARMO";"Keizaal.esp";"E6319A";"Keizaal.esp";"KzlShroudedRobes";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E6319B";"Shrouded Shoes";"Armure / vêtement";"ARMO";"Keizaal.esp";"E6319B";"Keizaal.esp";"KzlShroudedShoes";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|015BE7";"Windhelm Bloodworks Key";"Clé";"KEYM";"Keizaal.esp";"015BE7";"Keizaal.esp";"AAWindhelmBloodworksKey";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|0000D0";"Aloe Vera Leaves";"Ingrédient";"INGR";"Keizaal.esp";"0000D0";"Keizaal.esp";"RP_AloeVeraLeaves01";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E53D81";"A Sermon of Mara";"Livre / sort";"BOOK";"Keizaal.esp";"E53D81";"Keizaal.esp";"KzlBookMaraSermon";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|DE8776";"Ashfire Mead Recipe";"Livre / sort";"BOOK";"Keizaal.esp";"DE8776";"Keizaal.esp";"kzlBookAshfireMead";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|03DD4A";"Black Briar Mead Recipe";"Livre / sort";"BOOK";"Keizaal.esp";"03DD4A";"Keizaal.esp";"kzlBookBlackBriarMead";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|DBF8C1";"Blank Spellbook";"Livre / sort";"BOOK";"Keizaal.esp";"DBF8C1";"Keizaal.esp";"KzlBook_SpellmakingBlank";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|0068F8";"Circlet Schematics";"Livre / sort";"BOOK";"Keizaal.esp";"0068F8";"Keizaal.esp";"kzlBookCirclets";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|DDE4DA";"Crossbow Schematics";"Livre / sort";"BOOK";"Keizaal.esp";"DDE4DA";"Keizaal.esp";"kzlBookXbow";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E44984";"Delivery Instructions";"Livre / sort";"BOOK";"Keizaal.esp";"E44984";"Keizaal.esp";"KzlSkoomaNote";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|025A4A";"Diplomatic Writ";"Livre / sort";"BOOK";"Keizaal.esp";"025A4A";"Keizaal.esp";"kzlBookWrit_DiplomaticPass";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|0521B3";"Firebrand Wine Recipe";"Livre / sort";"BOOK";"Keizaal.esp";"0521B3";"Keizaal.esp";"kzlBookFirebrandWine";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|03DD49";"Honningbrew Mead Recipe";"Livre / sort";"BOOK";"Keizaal.esp";"03DD49";"Keizaal.esp";"kzlBookHonningbrewMead";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E6D873";"Kha'Jay Recipe";"Livre / sort";"BOOK";"Keizaal.esp";"E6D873";"Keizaal.esp";"kzlBookskeeverwhiskey";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"kzlonlinemods.esp|00FBE0";"KzlCollegeRecipeBook";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"00FBE0";"KzlOnlineMods.esp";"KzlCollegeRecipeBook";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|00593E";"KzlCompanionsRecipeBook";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"00593E";"KzlOnlineMods.esp";"KzlCompanionsRecipeBook";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|005947";"KzlCultistRecipeBook";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"005947";"KzlOnlineMods.esp";"KzlCultistRecipeBook";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|005944";"KzlDarkBrotherRecipeBook";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"005944";"KzlOnlineMods.esp";"KzlDarkBrotherRecipeBook";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|00593B";"KzlDawnguardRecipeBook";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"00593B";"KzlOnlineMods.esp";"KzlDawnguardRecipeBook";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|005941";"KzlEmpireRecipeBook";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"005941";"KzlOnlineMods.esp";"KzlEmpireRecipeBook";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|005946";"KzlMorrowindRecipeBook";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"005946";"KzlOnlineMods.esp";"KzlMorrowindRecipeBook";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|005948";"KzlPenitusRecipeBook";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"005948";"KzlOnlineMods.esp";"KzlPenitusRecipeBook";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|005945";"KzlPriestsRecipeBook";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"005945";"KzlOnlineMods.esp";"KzlPriestsRecipeBook";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|00593D";"KzlSilverhandRecipeBook";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"00593D";"KzlOnlineMods.esp";"KzlSilverhandRecipeBook";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|014D1C";"KzlSilverSwords";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"014D1C";"KzlOnlineMods.esp";"KzlSilverSwords";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|005940";"KzlStormcloaksRecipeBook";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"005940";"KzlOnlineMods.esp";"KzlStormcloaksRecipeBook";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|005942";"KzlThalmorRecipeBook";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"005942";"KzlOnlineMods.esp";"KzlThalmorRecipeBook";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|005943";"KzlThievesRecipeBook";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"005943";"KzlOnlineMods.esp";"KzlThievesRecipeBook";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|00593F";"KzlVampiresRecipeBook";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"00593F";"KzlOnlineMods.esp";"KzlVampiresRecipeBook";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"kzlonlinemods.esp|00593C";"KzlVigilantRecipeBook";"Livre / sort";"BOOK";"KzlOnlineMods.esp";"00593C";"KzlOnlineMods.esp";"KzlVigilantRecipeBook";"Nom intégré au plugin";"KzlOnlineMods.esp";"";"À vérifier"
"keizaal.esp|04D06F";"Mintmaster's Writ";"Livre / sort";"BOOK";"Keizaal.esp";"04D06F";"Keizaal.esp";"kzlBookMintmaster";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|DE8775";"Mulled Wine Recipe";"Livre / sort";"BOOK";"Keizaal.esp";"DE8775";"Keizaal.esp";"kzlBookMulledWine";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|DFD182";"Note";"Livre / sort";"BOOK";"Keizaal.esp";"DFD182";"Keizaal.esp";"kzlBookCreepyNote";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|DBF8BA";"Novice Spellmaking";"Livre / sort";"BOOK";"Keizaal.esp";"DBF8BA";"Keizaal.esp";"KzlBook_SpellmakingTier1Destruction";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|025A4C";"Skyforge Steel Recipe";"Livre / sort";"BOOK";"Keizaal.esp";"025A4C";"Keizaal.esp";"kzlBookSkyforge";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|025A4D";"Skyforge Steel Recipe";"Livre / sort";"BOOK";"Keizaal.esp";"025A4D";"Keizaal.esp";"kzlBookNordHero";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E682E4";"Skyguard's Forge Manual";"Livre / sort";"BOOK";"Keizaal.esp";"E682E4";"Keizaal.esp";"kzlBookSkyguardRecipe";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|DFD183";"Special Elixir Recipes";"Livre / sort";"BOOK";"Keizaal.esp";"DFD183";"Keizaal.esp";"kzlBookFestivalRecipe";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|07A338";"Spell Tome: Bardic Knowledge";"Livre / sort";"BOOK";"Keizaal.esp";"07A338";"Keizaal.esp";"SpellTomeBardicKnowledge";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E729AE";"Spell Tome: Bardic Knowledge";"Livre / sort";"BOOK";"Keizaal.esp";"E729AE";"Keizaal.esp";"kzlSpellTomeBardspell";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|05219C";"Stros M'kai Rum Recipe";"Livre / sort";"BOOK";"Keizaal.esp";"05219C";"Keizaal.esp";"kzlBookStrosRum";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|DBF8BB";"The God King Sorcerer";"Livre / sort";"BOOK";"Keizaal.esp";"DBF8BB";"Keizaal.esp";"KzlBookUGCGodKingSorcerer";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E07408";"We Ride at Dawn";"Livre / sort";"BOOK";"Keizaal.esp";"E07408";"Keizaal.esp";"KzlBookUGCDawnSmut";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|025A49";"Writ of Safe Passage";"Livre / sort";"BOOK";"Keizaal.esp";"025A49";"Keizaal.esp";"kzlBookWrit_SafePassage";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|000113";"Basket";"Objet divers";"MISC";"Keizaal.esp";"000113";"Keizaal.esp";"RP_ModularBasket01";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|000115";"Basket";"Objet divers";"MISC";"Keizaal.esp";"000115";"Keizaal.esp";"RP_ModularBasket02";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|000116";"Basket";"Objet divers";"MISC";"Keizaal.esp";"000116";"Keizaal.esp";"RP_ModularBasket03";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|000117";"Basket";"Objet divers";"MISC";"Keizaal.esp";"000117";"Keizaal.esp";"RP_ModularBasket04";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|000114";"Basket Lid";"Objet divers";"MISC";"Keizaal.esp";"000114";"Keizaal.esp";"RP_ModularBasket01Lid";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|060CD6";"Bragii's Lute";"Objet divers";"MISC";"Keizaal.esp";"060CD6";"Keizaal.esp";"AncientOrnateLute";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|015482";"Charcoal";"Objet divers";"MISC";"Keizaal.esp";"015482";"Keizaal.esp";"KzlCharcoalTier2";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|015484";"Charcoal Briquette";"Objet divers";"MISC";"Keizaal.esp";"015484";"Keizaal.esp";"KzlCharcoalTier3";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|015485";"Coke";"Objet divers";"MISC";"Keizaal.esp";"015485";"Keizaal.esp";"KzlCharcoalTier4";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"kzlhorses.esp|01024B";"House Key";"Objet divers";"MISC";"KzlHorses.esp";"01024B";"KzlHorses.esp";"KzlHouseKey";"Nom intégré au plugin";"KzlHorses.esp";"";"À vérifier"
"keizaal.esp|000118";"Jar";"Objet divers";"MISC";"Keizaal.esp";"000118";"Keizaal.esp";"RP_ModularJar01";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|000119";"Jar";"Objet divers";"MISC";"Keizaal.esp";"000119";"Keizaal.esp";"RP_ModularJar02";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|00011A";"Jar";"Objet divers";"MISC";"Keizaal.esp";"00011A";"Keizaal.esp";"RP_ModularJar03";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|0000EC";"Pillow";"Objet divers";"MISC";"Keizaal.esp";"0000EC";"Keizaal.esp";"RP_Pillow01";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|0000ED";"Pillow";"Objet divers";"MISC";"Keizaal.esp";"0000ED";"Keizaal.esp";"RP_Pillow02";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|015481";"Poor Charcoal";"Objet divers";"MISC";"Keizaal.esp";"015481";"Keizaal.esp";"KzlCharcoalTier1";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E5E066";"Apple Dumpling";"Potion / nourriture";"ALCH";"Keizaal.esp";"E5E066";"Keizaal.esp";"KzlFoodAppleDumpling";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E5E078";"Apple Pie";"Potion / nourriture";"ALCH";"Keizaal.esp";"E5E078";"Keizaal.esp";"KzlFoodApplePie";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E5E068";"Braided Bread";"Potion / nourriture";"ALCH";"Keizaal.esp";"E5E068";"Keizaal.esp";"KzlFoodBraidedBread";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E5E07A";"Bread";"Potion / nourriture";"ALCH";"Keizaal.esp";"E5E07A";"Keizaal.esp";"KzlFoodBread";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E5E06A";"Chicken Dumpling";"Potion / nourriture";"ALCH";"Keizaal.esp";"E5E06A";"Keizaal.esp";"KzlFoodChickenDumpling";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|00AB39";"Dibella's Holy Bathwater";"Potion / nourriture";"ALCH";"Keizaal.esp";"00AB39";"Keizaal.esp";"KzlPot_UGCBathwater";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|DFD181";"Farmer's Magical Milk";"Potion / nourriture";"ALCH";"Keizaal.esp";"DFD181";"Keizaal.esp";"KzlPot_UGCMagMilk";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E3F837";"Feather Foot Tonic";"Potion / nourriture";"ALCH";"Keizaal.esp";"E3F837";"Keizaal.esp";"KzlPot_FeatherFeet";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E5E06C";"Garlic Bread";"Potion / nourriture";"ALCH";"Keizaal.esp";"E5E06C";"Keizaal.esp";"KzlFoodGarlicBread";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|0521AF";"Hardtack Bread";"Potion / nourriture";"ALCH";"Keizaal.esp";"0521AF";"Keizaal.esp";"Kzl_FoodHardtack";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E5E06E";"Jazbay Crostata";"Potion / nourriture";"ALCH";"Keizaal.esp";"E5E06E";"Keizaal.esp";"KzlFoodJazbayCrostata";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E5E070";"Juniper Berry Crostata";"Potion / nourriture";"ALCH";"Keizaal.esp";"E5E070";"Keizaal.esp";"KzlFoodJuniperCrostata";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E6D874";"Kha'Jay Whiskey";"Potion / nourriture";"ALCH";"Keizaal.esp";"E6D874";"Keizaal.esp";"KzlSkeeverWhiskeyDrink";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E5E072";"Lavender Dumpling";"Potion / nourriture";"ALCH";"Keizaal.esp";"E5E072";"Keizaal.esp";"KzlFoodLavenderDumpling";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E5E074";"Potato Bread";"Potion / nourriture";"ALCH";"Keizaal.esp";"E5E074";"Keizaal.esp";"KzlFoodPotatoBread";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E5E07E";"Skooma";"Potion / nourriture";"ALCH";"Keizaal.esp";"E5E07E";"Keizaal.esp";"KzlSkooma";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E5E076";"Snowberry Crostata";"Potion / nourriture";"ALCH";"Keizaal.esp";"E5E076";"Keizaal.esp";"KzlFoodSnowberryCrostata";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E58EF5";"Stallion's Elixir";"Potion / nourriture";"ALCH";"Keizaal.esp";"E58EF5";"Keizaal.esp";"KzlPot_UGCStallion";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
"keizaal.esp|E5E07C";"Sweet Roll";"Potion / nourriture";"ALCH";"Keizaal.esp";"E5E07C";"Keizaal.esp";"KzlFoodSweetroll";"Nom intégré au plugin";"Keizaal.esp";"";"À vérifier"
