"source";"source_id";"type";"plugin";"entree";"cible";"cible_id";"type_cible";"quantite";"niveau";"chance_vide";"flags_liste";"globale_chance";"concerne_keizaal"
"Coffre";"skyrim.esm|108B2F";"CONT";"Skyrim.esm";"1";"LootPotionRestoreHMS25";"skyrim.esm|0C2966";"LVLI";"2";"";"";"";"";"true"
"Coffre";"skyrim.esm|108B2F";"CONT";"Skyrim.esm";"2";"LootDwarvenChestPotions15";"skyrim.esm|070C0F";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|108B2F";"CONT";"Skyrim.esm";"3";"LootDwarvenEnchWeapons20";"skyrim.esm|070C13";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|108B2F";"CONT";"Skyrim.esm";"4";"LootDwarvenGems25";"skyrim.esm|070C15";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|108B2F";"CONT";"Skyrim.esm";"5";"LootDwarvenJewelry25";"skyrim.esm|070C19";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|108B2F";"CONT";"Skyrim.esm";"6";"LootDwarvenScrolls10";"skyrim.esm|070C1A";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|108B2F";"CONT";"Skyrim.esm";"7";"LootDwarvenSoulGems15";"skyrim.esm|070C1C";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|108B2F";"CONT";"Skyrim.esm";"8";"LootDwarvenScrap25";"skyrim.esm|070C22";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|108B2F";"CONT";"Skyrim.esm";"9";"LootDwarvenLockpick15";"skyrim.esm|08FFF6";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|108B2F";"CONT";"Skyrim.esm";"10";"TGLootProwlersProfit";"skyrim.esm|0FFF52";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|108B2F";"CONT";"Skyrim.esm";"11";"LootGoldChange";"skyrim.esm|037C2B";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|108B2F";"CONT";"Skyrim.esm";"12";"LItemEnchJewelryAll15";"skyrim.esm|101073";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|108B2F";"CONT";"Skyrim.esm";"13";"Le Coeur de Cherim";"skyrim.esm|01AFD1";"BOOK";"1";"";"";"";"";"true"
"NobleChestDrawers02NoName";"skyrim.esm|105024";"CONT";"Skyrim.esm";"1";"LootGoldChange50";"skyrim.esm|10E8A8";"LVLI";"1";"";"";"";"";"true"
"NobleChestDrawers02NoName";"skyrim.esm|105024";"CONT";"Skyrim.esm";"2";"LItemFurnitureNobleClothing";"skyrim.esm|10E8A5";"LVLI";"3";"";"";"";"";"true"
"Tonneau";"skyrim.esm|1046B1";"CONT";"Skyrim.esm";"1";"Potion de magie légère";"skyrim.esm|03EAE0";"ALCH";"1";"";"";"";"";"true"
"Tonneau";"skyrim.esm|1046B1";"CONT";"Skyrim.esm";"2";"Potion de vigueur minime";"skyrim.esm|03EAE5";"ALCH";"1";"";"";"";"";"true"
"Tonneau";"skyrim.esm|1046B1";"CONT";"Skyrim.esm";"3";"Potion of Minor Healing";"skyrim.esm|03EADD";"ALCH";"3";"";"";"";"";"true"
"Coffre";"skyrim.esm|103241";"CONT";"Skyrim.esm";"1";"Blades Helmet";"skyrim.esm|04B28F";"ARMO";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|103241";"CONT";"Skyrim.esm";"2";"Blades Gauntlets";"skyrim.esm|04B28D";"ARMO";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|103241";"CONT";"Skyrim.esm";"3";"Blades Shield";"skyrim.esm|04F912";"ARMO";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|103241";"CONT";"Skyrim.esm";"4";"LootBanditLockpick25";"skyrim.esm|08FFF4";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|103241";"CONT";"Skyrim.esm";"5";"LootBanditScrolls10";"skyrim.esm|0A44CD";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|103241";"CONT";"Skyrim.esm";"6";"LootBanditGems10";"skyrim.esm|087780";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|103241";"CONT";"Skyrim.esm";"7";"LootBanditJewelry10";"skyrim.esm|08777E";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|103241";"CONT";"Skyrim.esm";"8";"LootBanditIngots10";"skyrim.esm|08777D";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|103241";"CONT";"Skyrim.esm";"9";"Blades Armor";"skyrim.esm|04B28B";"ARMO";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|103241";"CONT";"Skyrim.esm";"10";"LootBanditWeapon15";"skyrim.esm|068838";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|103241";"CONT";"Skyrim.esm";"11";"LootBanditSoulGems10";"skyrim.esm|068835";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|103241";"CONT";"Skyrim.esm";"12";"LootGoldChange";"skyrim.esm|037C2B";"LVLI";"10";"";"";"";"";"true"
"Coffre";"skyrim.esm|103241";"CONT";"Skyrim.esm";"13";"LootBanditChestPotions15";"skyrim.esm|03A5A6";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|103241";"CONT";"Skyrim.esm";"14";"LootPotionRestoreHMS25";"skyrim.esm|0C2966";"LVLI";"2";"";"";"";"";"true"
"Coffre";"skyrim.esm|103241";"CONT";"Skyrim.esm";"15";"Blades Boots";"skyrim.esm|04B288";"ARMO";"1";"";"";"";"";"true"
"Coffre du Vague rouge";"skyrim.esm|102EB8";"CONT";"Skyrim.esm";"1";"LootBanditGoldBoss";"skyrim.esm|03DED1";"LVLI";"1";"";"";"";"";"true"
"Coffre du Vague rouge";"skyrim.esm|102EB8";"CONT";"Skyrim.esm";"2";"LootBanditChestPotions100";"skyrim.esm|0B420D";"LVLI";"1";"";"";"";"";"true"
"Coffre du Vague rouge";"skyrim.esm|102EB8";"CONT";"Skyrim.esm";"3";"LItemGems";"skyrim.esm|068525";"LVLI";"2";"";"";"";"";"true"
"Fût d'hydromel";"skyrim.esm|101C95";"CONT";"Skyrim.esm";"1";"LItemFoodBlackBriarMeadList";"skyrim.esm|101C8F";"LVLI";"1";"";"";"";"";"true"
"Sacoche de Nystrom";"skyrim.esm|0FF20A";"CONT";"Skyrim.esm";"1";"LootPotionRestoreHMS25";"skyrim.esm|0C2966";"LVLI";"1";"";"";"";"";"true"
"Sacoche de Nystrom";"skyrim.esm|0FF20A";"CONT";"Skyrim.esm";"2";"LItemLockPick75";"skyrim.esm|09AF10";"LVLI";"3";"";"";"";"";"true"
"Sacoche de Nystrom";"skyrim.esm|0FF20A";"CONT";"Skyrim.esm";"3";"LItemGems";"skyrim.esm|068525";"LVLI";"2";"";"";"";"";"true"
"Coffre";"skyrim.esm|0FD834";"CONT";"Skyrim.esm";"1";"LItemApothecaryPotionCureHMS75";"skyrim.esm|09CD43";"LVLI";"4";"";"";"";"";"true"
"Coffre";"skyrim.esm|0FD834";"CONT";"Skyrim.esm";"2";"CWFortSoldierWoundedTentChestList";"skyrim.esm|0FD838";"LVLI";"10";"";"";"";"";"true"
"Tonneau";"skyrim.esm|0FB9C9";"CONT";"Skyrim.esm";"1";"LItemBarrelFoodSame70";"skyrim.esm|10FCFB";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0F1F66";"CONT";"Skyrim.esm";"1";"TGLootProwlersProfit";"skyrim.esm|0FFF52";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0F1F66";"CONT";"Skyrim.esm";"2";"LootPotionRestoreHMS25";"skyrim.esm|0C2966";"LVLI";"2";"";"";"";"";"true"
"Coffre";"skyrim.esm|0F1F66";"CONT";"Skyrim.esm";"3";"LootBanditChestPotions15";"skyrim.esm|03A5A6";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0F1F66";"CONT";"Skyrim.esm";"4";"LootGoldChange";"skyrim.esm|037C2B";"LVLI";"10";"";"";"";"";"true"
"Coffre";"skyrim.esm|0F1F66";"CONT";"Skyrim.esm";"5";"LootBanditSoulGems10";"skyrim.esm|068835";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0F1F66";"CONT";"Skyrim.esm";"6";"LootBanditWeapon15";"skyrim.esm|068838";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0F1F66";"CONT";"Skyrim.esm";"7";"LootBanditArmor25";"skyrim.esm|06883A";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0F1F66";"CONT";"Skyrim.esm";"8";"LootPerkGoldenTouch";"skyrim.esm|10FD8B";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0F1F66";"CONT";"Skyrim.esm";"9";"LootBanditIngots10";"skyrim.esm|08777D";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0F1F66";"CONT";"Skyrim.esm";"10";"LootBanditJewelry10";"skyrim.esm|08777E";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0F1F66";"CONT";"Skyrim.esm";"11";"LootBanditGems10";"skyrim.esm|087780";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0F1F66";"CONT";"Skyrim.esm";"12";"LootBanditScrolls10";"skyrim.esm|0A44CD";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0F1F66";"CONT";"Skyrim.esm";"13";"LootImperialLuck";"skyrim.esm|0AA02C";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0F1F66";"CONT";"Skyrim.esm";"14";"LootBanditLockpick25";"skyrim.esm|08FFF4";"LVLI";"1";"";"";"";"";"true"
"Paquetage de J'zhar";"skyrim.esm|0F03EE";"CONT";"Skyrim.esm";"1";"Bouteille de skooma vide";"skyrim.esm|0F03F8";"MISC";"7";"";"";"";"";"true"
"Paquetage de J'zhar";"skyrim.esm|0F03EE";"CONT";"Skyrim.esm";"2";"LItemPotionAll";"skyrim.esm|0E3E99";"LVLI";"1";"";"";"";"";"true"
"Paquetage de J'zhar";"skyrim.esm|0F03EE";"CONT";"Skyrim.esm";"3";"LItemPotionRestoreHealth";"skyrim.esm|03A16A";"LVLI";"1";"";"";"";"";"true"
"Paquetage de J'zhar";"skyrim.esm|0F03EE";"CONT";"Skyrim.esm";"4";"LootGoldChange25";"skyrim.esm|04F78D";"LVLI";"1";"";"";"";"";"true"
"Paquetage de J'zhar";"skyrim.esm|0F03EE";"CONT";"Skyrim.esm";"5";"LootPerkGoldenTouchChange";"skyrim.esm|0424EB";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0EF578";"CONT";"Skyrim.esm";"1";"TGLootProwlersProfit";"skyrim.esm|0FFF52";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0EF578";"CONT";"Skyrim.esm";"2";"LootBanditLockpick25";"skyrim.esm|08FFF4";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0EF578";"CONT";"Skyrim.esm";"3";"LootBanditChestBossMagicItem25";"skyrim.esm|0348FD";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0EF578";"CONT";"Skyrim.esm";"4";"LootBanditEnchWeapons25";"skyrim.esm|0B5567";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0EF578";"CONT";"Skyrim.esm";"5";"LootBanditEnchArmor25";"skyrim.esm|0B5565";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0EF578";"CONT";"Skyrim.esm";"6";"LootImperialLuck";"skyrim.esm|0AA02C";"LVLI";"5";"";"";"";"";"true"
"Coffre";"skyrim.esm|0EF578";"CONT";"Skyrim.esm";"7";"LootBanditScrolls10";"skyrim.esm|0A44CD";"LVLI";"2";"";"";"";"";"true"
"Coffre";"skyrim.esm|0EF578";"CONT";"Skyrim.esm";"8";"LootBanditJewelry25";"skyrim.esm|08778D";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0EF578";"CONT";"Skyrim.esm";"9";"LootBanditGems25";"skyrim.esm|08778C";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0EF578";"CONT";"Skyrim.esm";"10";"LootGoldChange";"skyrim.esm|037C2B";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0EF578";"CONT";"Skyrim.esm";"11";"LootPerkGoldenTouch";"skyrim.esm|10FD8B";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0EF578";"CONT";"Skyrim.esm";"12";"LootBanditSoulGems10";"skyrim.esm|068835";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0EF578";"CONT";"Skyrim.esm";"13";"LootBanditGold";"skyrim.esm|037C27";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0EF578";"CONT";"Skyrim.esm";"14";"LootBanditChestPotions15";"skyrim.esm|03A5A6";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0EF578";"CONT";"Skyrim.esm";"15";"LootBanditChestBossBase";"skyrim.esm|0B420A";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"1";"LItemEnchRobes75";"skyrim.esm|10F9B6";"LVLI";"5";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"2";"PerkMasterTraderGold";"skyrim.esm|10C1CC";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"3";"LItemMiscVendorArrows75";"skyrim.esm|09AF09";"LVLI";"20";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"4";"LItemVendorSpellTomes00All50";"skyrim.esm|0FF7E0";"LVLI";"5";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"5";"VendorGoldMisc";"skyrim.esm|072AE7";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"6";"LItemMiscVendorArmor75";"skyrim.esm|09AF07";"LVLI";"15";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"7";"LItemMiscVendorGems25";"skyrim.esm|09AF0C";"LVLI";"2";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"8";"LItemMiscVendorJewelry25";"skyrim.esm|0A3F66";"LVLI";"2";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"9";"LItemMiscVendorMiscItems75";"skyrim.esm|09AF0A";"LVLI";"5";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"10";"PerkInvestorSolitudePawnList";"skyrim.esm|0AC96F";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"11";"LItemMiscVendorMineralsProcessed25";"skyrim.esm|09AF0D";"LVLI";"5";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"12";"LItemMiscVendorLockpicks75";"skyrim.esm|09AF0F";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"13";"LItemMiscVendorSoulGem75";"skyrim.esm|09AF11";"LVLI";"15";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"14";"LItemMiscVendorMineralsRaw50";"skyrim.esm|09AF0E";"LVLI";"5";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"15";"LItemMiscVendorPotion50";"skyrim.esm|09AF13";"LVLI";"15";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"16";"LItemMiscVendorWeapon75";"skyrim.esm|09AF08";"LVLI";"7";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"17";"LItemEnchJewelryAll75";"skyrim.esm|101074";"LVLI";"4";"";"";"";"";"true"
"Coffre";"skyrim.esm|0D6AA4";"CONT";"Skyrim.esm";"18";"LItemTorch50";"skyrim.esm|10FAF9";"LVLI";"10";"";"";"";"";"true"
"Coffre de Jorgen";"skyrim.esm|0B8589";"CONT";"Skyrim.esm";"1";"TGLootProwlersProfit";"skyrim.esm|0FFF52";"LVLI";"1";"";"";"";"";"true"
"Coffre de Jorgen";"skyrim.esm|0B8589";"CONT";"Skyrim.esm";"2";"LootBanditLockpick25";"skyrim.esm|08FFF4";"LVLI";"1";"";"";"";"";"true"
"Coffre de Jorgen";"skyrim.esm|0B8589";"CONT";"Skyrim.esm";"3";"LootImperialLuck";"skyrim.esm|0AA02C";"LVLI";"1";"";"";"";"";"true"
"Coffre de Jorgen";"skyrim.esm|0B8589";"CONT";"Skyrim.esm";"4";"LootBanditScrolls10";"skyrim.esm|0A44CD";"LVLI";"1";"";"";"";"";"true"
"Coffre de Jorgen";"skyrim.esm|0B8589";"CONT";"Skyrim.esm";"5";"LootBanditGems10";"skyrim.esm|087780";"LVLI";"1";"";"";"";"";"true"
"Coffre de Jorgen";"skyrim.esm|0B8589";"CONT";"Skyrim.esm";"6";"LootBanditJewelry10";"skyrim.esm|08777E";"LVLI";"1";"";"";"";"";"true"
"Coffre de Jorgen";"skyrim.esm|0B8589";"CONT";"Skyrim.esm";"7";"LootBanditIngots10";"skyrim.esm|08777D";"LVLI";"1";"";"";"";"";"true"
"Coffre de Jorgen";"skyrim.esm|0B8589";"CONT";"Skyrim.esm";"8";"LootPerkGoldenTouch";"skyrim.esm|10FD8B";"LVLI";"1";"";"";"";"";"true"
"Coffre de Jorgen";"skyrim.esm|0B8589";"CONT";"Skyrim.esm";"9";"LootBanditArmor25";"skyrim.esm|06883A";"LVLI";"1";"";"";"";"";"true"
"Coffre de Jorgen";"skyrim.esm|0B8589";"CONT";"Skyrim.esm";"10";"LootBanditWeapon15";"skyrim.esm|068838";"LVLI";"1";"";"";"";"";"true"
"Coffre de Jorgen";"skyrim.esm|0B8589";"CONT";"Skyrim.esm";"11";"LootBanditSoulGems10";"skyrim.esm|068835";"LVLI";"1";"";"";"";"";"true"
"Coffre de Jorgen";"skyrim.esm|0B8589";"CONT";"Skyrim.esm";"12";"LootGoldChange";"skyrim.esm|037C2B";"LVLI";"10";"";"";"";"";"true"
"Coffre de Jorgen";"skyrim.esm|0B8589";"CONT";"Skyrim.esm";"13";"LootBanditChestPotions15";"skyrim.esm|03A5A6";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"1";"LItemSpecialLoot100";"skyrim.esm|1031D0";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"2";"LItemEnchJewelryAll15";"skyrim.esm|101073";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"3";"TGLootProwlersProfit";"skyrim.esm|0FFF52";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"4";"LootFalmerGoldBoss";"skyrim.esm|01ED2A";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"5";"LootFalmerChestBossBase";"skyrim.esm|01ED1E";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"6";"LootFalmerWeapon25";"skyrim.esm|01EBE7";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"7";"LootFalmerOre25";"skyrim.esm|01EBE8";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"8";"LootFalmerGems25";"skyrim.esm|01EBD5";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"9";"LootFalmerEnchWeapons25";"skyrim.esm|01ED0E";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"10";"LootFalmerChestPotions15";"skyrim.esm|01EBD4";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"11";"LootFalmerArrows15";"skyrim.esm|01EBC6";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"12";"LootFalmerArmor15";"skyrim.esm|01EBC5";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"13";"LootImperialLuck";"skyrim.esm|0AA02C";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"14";"LootPerkGoldenTouch";"skyrim.esm|10FD8B";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"15";"LootGoldChange";"skyrim.esm|037C2B";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"16";"LootFalmerLockpick15";"skyrim.esm|08FFF7";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0B1176";"CONT";"Skyrim.esm";"17";"LootEnchRobes10";"skyrim.esm|10F9B5";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0A0E42";"CONT";"Skyrim.esm";"1";"LootGoldChange";"skyrim.esm|037C2B";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0A0E42";"CONT";"Skyrim.esm";"2";"LootPerkGoldenTouchChange";"skyrim.esm|0424EB";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0A0E42";"CONT";"Skyrim.esm";"3";"LootImperialLuck";"skyrim.esm|0AA02C";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0A0E42";"CONT";"Skyrim.esm";"4";"LootWarlockChestPotions100";"skyrim.esm|0350A1";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0A0E42";"CONT";"Skyrim.esm";"5";"LootWarlockScrolls100";"skyrim.esm|03509E";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|0A0E42";"CONT";"Skyrim.esm";"6";"TGLootProwlersProfit";"skyrim.esm|0FFF52";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|06EA48";"CONT";"Skyrim.esm";"1";"TGLootProwlersProfit";"skyrim.esm|0FFF52";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|06EA48";"CONT";"Skyrim.esm";"2";"LootGoldChange";"skyrim.esm|037C2B";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|06EA48";"CONT";"Skyrim.esm";"3";"LootPerkGoldenTouch";"skyrim.esm|10FD8B";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|06EA48";"CONT";"Skyrim.esm";"4";"LootImperialLuck";"skyrim.esm|0AA02C";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|06EA48";"CONT";"Skyrim.esm";"5";"LootCWImperialsArmor100";"skyrim.esm|071641";"LVLI";"2";"";"";"";"";"true"
"Coffre";"skyrim.esm|06EA48";"CONT";"Skyrim.esm";"6";"LootCWImperialsJewelry100";"skyrim.esm|0715DB";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|06EA48";"CONT";"Skyrim.esm";"7";"LootCWImperialsEnchArmor15";"skyrim.esm|0714B3";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|06EA48";"CONT";"Skyrim.esm";"8";"LootCWImperialsEnchWeapons15";"skyrim.esm|0714B6";"LVLI";"1";"";"";"";"";"true"
"Coffre";"skyrim.esm|06EA48";"CONT";"Skyrim.esm";"9";"LootCWImperialsChestPotions25";"skyrim.esm|071537";"LVLI";"1";"";"";"";"";"true"
