"source";"source_id";"type";"plugin";"entree";"cible";"cible_id";"type_cible";"quantite";"niveau";"chance_vide";"flags_liste";"globale_chance";"concerne_keizaal"
"Marchandises confisquées";"skyrim.esm|10E7E5";"CONT";"Skyrim.esm";"3";"LootPerkGoldenTouchChange";"skyrim.esm|0424EB";"LVLI";"1";"";"";"";"";"false"
"Marchandises confisquées";"skyrim.esm|10E7E5";"CONT";"Skyrim.esm";"4";"LootImperialLuck";"skyrim.esm|0AA02C";"LVLI";"1";"";"";"";"";"false"
"Marchandises confisquées";"skyrim.esm|10E7E5";"CONT";"Skyrim.esm";"5";"LItemJewelryAll";"skyrim.esm|0876A5";"LVLI";"1";"";"";"";"";"false"
"Marchandises confisquées";"skyrim.esm|10E7E5";"CONT";"Skyrim.esm";"6";"LItemGems";"skyrim.esm|068525";"LVLI";"1";"";"";"";"";"false"
"Marchandises confisquées";"skyrim.esm|10E7E5";"CONT";"Skyrim.esm";"7";"LItemLootIMineralsProcessed";"skyrim.esm|087138";"LVLI";"1";"";"";"";"";"false"
"Marchandises confisquées";"skyrim.esm|10E7E5";"CONT";"Skyrim.esm";"8";"LItemSoulGemEmptySpecial";"skyrim.esm|0638B3";"LVLI";"1";"";"";"";"";"false"
"Coffre";"skyrim.esm|10E05E";"CONT";"Skyrim.esm";"1";"LootGoldChange";"skyrim.esm|037C2B";"LVLI";"5";"";"";"";"";"false"
"Coffre";"skyrim.esm|10E05E";"CONT";"Skyrim.esm";"2";"LootPerkGoldenTouch";"skyrim.esm|10FD8B";"LVLI";"1";"";"";"";"";"false"
"Coffre";"skyrim.esm|10E05E";"CONT";"Skyrim.esm";"3";"LootImperialLuck";"skyrim.esm|0AA02C";"LVLI";"1";"";"";"";"";"false"
"Coffre";"skyrim.esm|10E05E";"CONT";"Skyrim.esm";"4";"LItemJewelryAll";"skyrim.esm|0876A5";"LVLI";"1";"";"";"";"";"false"
"Coffre";"skyrim.esm|10E05E";"CONT";"Skyrim.esm";"5";"LItemGems";"skyrim.esm|068525";"LVLI";"1";"";"";"";"";"false"
"Coffre";"skyrim.esm|10E05E";"CONT";"Skyrim.esm";"6";"LItemLootIMineralsProcessed";"skyrim.esm|087138";"LVLI";"1";"";"";"";"";"false"
"Coffre";"skyrim.esm|10E05E";"CONT";"Skyrim.esm";"7";"LItemSoulGemEmptySpecial";"skyrim.esm|0638B3";"LVLI";"1";"";"";"";"";"false"
"Coffre";"skyrim.esm|10E05E";"CONT";"Skyrim.esm";"8";"TGLootProwlersProfit";"skyrim.esm|0FFF52";"LVLI";"1";"";"";"";"";"false"
"Coffre";"skyrim.esm|10E05E";"CONT";"Skyrim.esm";"9";"LItemSpecialLoot100";"skyrim.esm|1031D0";"LVLI";"1";"";"";"";"";"false"
"Coffre";"skyrim.esm|10DE03";"CONT";"Skyrim.esm";"1";"TGStrongboxLoot";"skyrim.esm|0F3927";"LVLI";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"1";"Un jeu au dîner";"skyrim.esm|01AFC4";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"2";"Mannimarco, roi des vers";"skyrim.esm|01AFC5";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"3";"La chanson de l'alchimiste";"skyrim.esm|01AFC6";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"4";"De Rerum Dirennis";"skyrim.esm|01AFC7";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"5";"Bordeciel : le guide de l'herboriste";"skyrim.esm|01AFC8";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"6";"Fille de la Niben";"skyrim.esm|01AFC9";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"7";"Respirer sous l'eau";"skyrim.esm|01B236";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"8";"Sithis";"skyrim.esm|01AFCB";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"9";"Réalité et autres mensonges";"skyrim.esm|01AFCC";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"10";"Le Lorkhan lunaire";"skyrim.esm|01AFCD";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"11";"Le coup de grâce d'Abernanit";"skyrim.esm|01AFDD";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"12";"Le miroir";"skyrim.esm|01AFDE";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"13";"La danse du feu, vol. 2";"skyrim.esm|01AFDF";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"14";"Guerrier";"skyrim.esm|01AFE0";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"15";"La bataille du Mont écarlate";"skyrim.esm|02F83C";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"16";"Les portes d'Oblivion";"skyrim.esm|01AFE7";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"17";"Passerelles liminales";"skyrim.esm|01AFE8";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"18";"2920, âtrefeu, vol. 9";"skyrim.esm|01AFE9";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"19";"2920, soufflegivre, vol. 10";"skyrim.esm|01AFEA";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"20";"La charge du guerrier";"skyrim.esm|01AFEB";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"21";"L'horreur du Château de Xyr";"skyrim.esm|01AFEC";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"22";"Réponse au discours de Béro";"skyrim.esm|01AFED";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"23";"Une trahison hypothétique";"skyrim.esm|01AFEE";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"24";"L'art de la magie de guerre";"skyrim.esm|01AFEF";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"25";"Le mystère de Talara, vol. 3";"skyrim.esm|01AFF0";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"26";"Précis d'enchantement";"skyrim.esm|02F837";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"27";"Sombre tragédie";"skyrim.esm|02F838";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"28";"Deux secrets";"skyrim.esm|02F839";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"29";"Catalogue des enchantements d'armes";"skyrim.esm|02F83A";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"30";"Catalogue des enchantements d'armure";"skyrim.esm|02F83B";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"31";"Le récit d'Hallgerd";"skyrim.esm|01AFF6";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"32";"2920, mi-l'an, vol. 6";"skyrim.esm|01AFF7";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"33";"Chimarvamidium";"skyrim.esm|01AFF8";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"34";"Orsinium et les Orques";"skyrim.esm|01AFF9";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"35";"Les chevaliers des Neuf";"skyrim.esm|01AFFA";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"36";"Incident à Necrom";"skyrim.esm|01B00F";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"37";"2920, clairciel, vol. 2";"skyrim.esm|01B010";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"38";"Le procès des arts noirs";"skyrim.esm|01B011";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"39";"Avant l'ère des hommes";"skyrim.esm|01B012";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"40";"Le mystère de Talara, vol. 4";"skyrim.esm|01B013";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"41";"L'arrière-garde";"skyrim.esm|01B000";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"42";"Glace et chitine";"skyrim.esm|01B001";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"43";"La dernière danse de Jornibret";"skyrim.esm|01B002";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"44";"Les réfugiés";"skyrim.esm|01B003";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"45";"Rislav le Juste";"skyrim.esm|01B004";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"46";"La chambre close";"skyrim.esm|01B019";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"47";"La Reine-louve, vol. 1";"skyrim.esm|01B01A";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"48";"Anatomie d'un verrou";"skyrim.esm|01B01B";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"49";"Progrès du crochetage";"skyrim.esm|01B01C";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"50";"À filou, filou et demi";"skyrim.esm|01B01D";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"51";"Le ruban d'or du mérite";"skyrim.esm|01B005";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"52";"La leçon de tir";"skyrim.esm|01B26D";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"53";"Vernaccus et Bourlor";"skyrim.esm|01B007";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"54";"Père de la Niben";"skyrim.esm|01B008";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"55";"La flèche noire, vol. 2";"skyrim.esm|01B009";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"56";"L'importance de l'endroit";"skyrim.esm|01AFE3";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"57";"2920, primétoile, vol. 1";"skyrim.esm|01AFD9";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"58";"Feu et ténèbres";"skyrim.esm|01AFDA";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"59";"Crépuscule sur Sentinelle";"skyrim.esm|01AFE4";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"60";"Maniement des masses";"skyrim.esm|01AFE6";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"61";"Ombres dérobées";"skyrim.esm|01B022";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"62";"Voleur";"skyrim.esm|01AFBF";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"63";"Aevar Chante-Pierre";"skyrim.esm|01ACE6";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"64";"Mendiant";"skyrim.esm|01AFD6";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"65";"Le guide du voleur";"skyrim.esm|02F836";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"66";"L'envers de l'endroit";"skyrim.esm|01B014";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"67";"Phylogénie raciale";"skyrim.esm|01B015";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"68";"L'exode";"skyrim.esm|01B016";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"69";"2920, ondepluie, vol. 4";"skyrim.esm|01B017";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"70";"Le mystère de Talara, vol. 2";"skyrim.esm|01B018";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"71";"Le défi de l'armurier";"skyrim.esm|01AFCE";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"72";"Le dernier fourreau d'Akrash";"skyrim.esm|01AFCF";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"73";"Forge d'armure légère";"skyrim.esm|01AFD0";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"74";"Le Coeur de Cherim";"skyrim.esm|01AFD1";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"75";"Forgeage d'armure lourde";"skyrim.esm|01AFD2";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"76";"Trois voleurs";"skyrim.esm|01B276";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"77";"2920, vifazur, vol. 8";"skyrim.esm|01B01F";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"78";"Témoin sacré";"skyrim.esm|01B020";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"79";"La légende de la maison Krately";"skyrim.esm|01B021";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"80";"Le lecteur de la cuisine rouge";"skyrim.esm|01AFD5";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"81";"La danse du feu, vol. 6";"skyrim.esm|01B00D";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"82";"La danse du feu, vol. 7";"skyrim.esm|01B00E";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"83";"2920, plantaisons, vol. 5";"skyrim.esm|01B025";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"84";"Le jeu de la vente";"skyrim.esm|01B00A";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"85";"Biographie de la Reine-louve";"skyrim.esm|01B023";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"86";"Paroles et philosophie";"skyrim.esm|01AFD8";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"87";"Légendaire Sancre Tor";"skyrim.esm|01AFE2";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"88";"Roi";"skyrim.esm|01AFE5";"BOOK";"1";"";"";"";"";"false"
"Tous les livres de compétences";"skyrim.esm|10D9FF";"CONT";"Skyrim.esm";"89";"Chanson de Hrormir";"skyrim.esm|01AFDB";"BOOK";"1";"";"";"";"";"false"
